bidder_id,trade_count,most_used_device,device_counts,most_used_country,country_counts,average_times,most_merchandise,merchandise_counts,most_used_ip,ip_counts,most_used_url,url_counts
3c37de5e4321388ba706233d5ca4a0bfp7w67,1,phone164,1,id,1.0,0.07745216623976879,mobile,1,131.51.1.242,1,bno4t3mlctoed03,1
3c77ec9f79f6febf630325ef84f2a0bcl3qg1,32,phone106,2,in,25.0,1.3086627632196388,home goods,32,25.244.104.159,2,ptvmo4ztcg3lyvw,20
3cab5bd983f5be9c16789b6c14bae982nhi9c,1,phone1399,1,id,1.0,1.2208235500393496,mobile,1,50.92.182.220,1,tppa7sn0oinevfq,1
3ce8aa0207022698b6d0eef09c89b381jzqi1,123,phone4,21,in,39.0,1.332995916200469,sporting goods,123,169.166.125.198,16,vasstdc27m7nks3,40
3d2608a892e44dad3027ab55bfaa0b26r69hy,2952,phone4,375,id,2389.0,-0.42112200426682833,mobile,2952,187.195.1.131,100,vasstdc27m7nks3,995
3d281a78c6a116a91baf9c8db22b56bazer1h,227,phone82,32,nl,190.0,-0.8131343676683002,sporting goods,227,9.110.162.56,6,vasstdc27m7nks3,218
3d48d4b09fc7559bb6c129fb65c133808brgv,1,phone65,1,cn,1.0,-1.0814273102765477,mobile,1,235.9.63.75,1,vasstdc27m7nks3,1
3d48fb12020c1a81a65fdba2d75caf0d6q2nc,80,phone28,12,za,78.0,1.3068229357379237,jewelry,80,149.247.222.82,8,vasstdc27m7nks3,27
3d54d594ffba32e8d6527a688e7227e30iq3k,85,phone3,23,in,62.0,-0.37916794937800635,jewelry,85,69.196.224.207,4,vasstdc27m7nks3,19
3d575194dae5a2e2966abdf84d800a3bgbsd8,2,phone101,1,ph,2.0,0.2023770223616167,mobile,2,116.173.41.127,1,7lb50491xxu0lez,1
3d7bd741177a712ae0417bc4f4a37bcf9jo2a,2,phone126,1,in,2.0,1.3388674910560088,jewelry,2,192.3.253.120,1,eyay7b9gghfz76t,2
3d7cff3dedd8a8e02dbc551c6a61da3bibbvh,2505,phone4,1216,ph,1406.0,-0.7174249833576624,home goods,2505,213.255.111.172,750,vasstdc27m7nks3,1512
3d8cccb637b990ec64d662d66ec059cfn1p3p,4,phone150,3,id,4.0,-0.7688015135899723,office equipment,4,233.57.230.60,2,3ppngxvbb6qy065,1
3d94b376bae8dd60eea48ded36134a3962glw,9,phone3,4,in,6.0,1.3166698422753198,mobile,9,75.191.190.48,2,vasstdc27m7nks3,3
3d9910a238a0f282ad3132dd6fc981c8tv3tg,923,phone257,30,za,923.0,1.3389871281847137,sporting goods,923,121.34.166.226,2,vasstdc27m7nks3,923
3dbb502d9d6f89b26f62cc804df54dcandhp0,229,phone4,22,in,223.0,1.3129199338137625,sporting goods,229,213.225.77.188,13,vasstdc27m7nks3,74
3ddd3eba016fc11b07c8a9ecb3fcc2975bkru,1,phone315,1,id,1.0,0.08305542597906986,home goods,1,106.177.172.49,1,vasstdc27m7nks3,1
3ded667003605eb856ed1aa2b82c1732gtma1,91,phone46,33,th,88.0,1.3158724122774073,books and music,91,158.92.23.21,2,lacduz3i6mjlfkd,63
3df41510a5044de5438015f37dfa3443bt7pp,11,phone125,2,sa,7.0,-0.923148967721741,jewelry,11,7.233.244.106,2,5phkkfvh9kbv8l3,10
3e0bbd7d75cf543a56919ff5069b31a9gcbql,69,phone4,15,in,42.0,-0.4344859846475777,mobile,69,247.149.77.175,3,vasstdc27m7nks3,32
3e2e03a4464642627e223fba066182d1qslv5,2,phone102,1,in,2.0,1.3026956257802231,jewelry,2,209.101.223.191,1,6jtdmyylzhanyqa,1
3e602dff2e3bbe7a52236df2294c9e059fc2l,91,phone4,5,in,40.0,-0.31579119894507246,mobile,91,233.41.167.75,4,vasstdc27m7nks3,29
3e85a43950c71b1988a814682abd4392yakvp,819,phone76,67,az,371.0,1.3086184448486686,mobile,819,232.158.202.50,98,vasstdc27m7nks3,307
3e9180fdf158409adc96aceffab6e00bejjah,30,phone8,10,my,29.0,-0.4841058039017468,computers,30,192.42.227.110,5,1w8ehkkl2g5gqsp,4
3e995d6f9dda5f29c02af4c9fcb94bac0csrw,2759,phone2,93,th,600.0,-0.3561698440453906,sporting goods,2759,119.88.125.198,96,vasstdc27m7nks3,425
3ecced86078287dbd2eac2cfac98367fbbelu,3,phone55,3,de,1.0,1.2564253433807195,mobile,3,221.11.225.97,1,v3fn00s1eaznoez,2
3edae72a9d44c43524c0203ce38581d1790xh,1,phone68,1,in,1.0,1.2844079317346497,office equipment,1,67.81.212.97,1,nvo5dcgjyxywa2k,1
3ee7de4c5a5e31b7b407827ae1370f70suenu,2,phone105,1,in,2.0,0.1838680416107958,mobile,2,204.199.147.239,1,d2sb6ykk4rk7bt6,1
3ef2325f8b68e1c030547a2a54ea6b98zwa2w,1,phone26,1,ng,1.0,1.2012111396543912,sporting goods,1,19.254.105.168,1,7d07r43nxpgb8es,1
3ef757c3d6a272681c69bbd7e071b705yzt8t,3,phone65,1,cn,1.0,1.3823902136405206,office equipment,3,144.175.113.166,1,5v45c68pti2saek,1
3f3a3705be5ea07b9ba7ee646ed756fbssuo7,2,phone2287,1,us,2.0,1.350604197459617,office equipment,2,109.169.190.207,1,4zd1mc4hujv413o,1
3f977186d125ef8bcbee0c1562c7ced2b4utq,14,phone55,12,us,8.0,-0.5186736194975209,sporting goods,14,107.78.161.78,1,s6xqt82joaxdrgp,7
3fae46174ef1a7dce5e9893775f814c4so8s0,1,phone55,1,sg,1.0,0.07012367123759365,home goods,1,193.175.255.91,1,q2h65hpiprzs7ca,1
3fe1dacbdaf96fab0c213e218968c518twu76,437,phone221,41,ke,419.0,-0.38169584914776183,sporting goods,437,56.4.45.79,37,j2b1da95fjt5ceb,254
400e8b5b5447b4d11e06a8bb0754d8d6l6xoy,1,phone5,1,in,1.0,0.011171290892200729,mobile,1,69.40.23.30,1,vasstdc27m7nks3,1
403640a20dbd2c4bf554e558de137deckn70o,2,phone20,2,in,2.0,1.4135001872552109,mobile,2,185.221.126.248,2,1wvksujj4sxkoxd,2
4038ae3276c0b47f420a5d73687fb73bghgxf,188,phone3,20,in,128.0,-0.5299179082758833,mobile,188,194.25.156.103,5,vasstdc27m7nks3,10
403d9c0288bab462bae858dc8aff2f94ti9ma,5,phone167,3,bd,5.0,1.350847012056971,sporting goods,5,69.90.92.141,3,vasstdc27m7nks3,3
4070f6ad5da385ba11cc99183817eb20h69v1,15,phone174,3,gt,4.0,-0.48107928265655414,mobile,15,70.192.58.36,3,vasstdc27m7nks3,5
4073de52fb5c46376dc3cac6b2f2cecdxyqjg,11,phone125,2,my,4.0,-0.48273044012396105,jewelry,11,0.159.159.71,2,fi3rjbihkg6bitu,4
40829191b83242ef1f380f90876cdd74mrqe1,431,phone3,56,in,189.0,-1.0872748679736295,sporting goods,431,216.197.201.221,9,lvaguy42pqvf22g,68
4089a2b7f26e5c13a7f3350bd52ebf8fh21nm,1272,phone4,210,in,1203.0,1.3043176447660192,jewelry,1272,213.225.77.188,55,vasstdc27m7nks3,535
408f81a85f3b31f8cabedf6ccd381961pop72,3,phone33,1,id,1.0,1.3110464453345536,home goods,3,101.15.100.47,1,20o1vtotrla9ssa,1
40e00fd204d0ce97110032bfc47f423d0bgrd,148,phone321,57,au,66.0,1.3269663621625924,office equipment,148,8.116.0.253,33,qrwldbhrvt9cb4r,18
40ef6a4a0c99b478fee1c93f4105b9d9mh9iv,1,phone65,1,cn,1.0,0.03135744463501236,books and music,1,40.42.232.70,1,vasstdc27m7nks3,1
40efc98d259ee36a8c2a387ba49f39d0fa39h,330,phone4,85,id,301.0,1.3238086076200744,jewelry,330,162.30.44.213,14,vasstdc27m7nks3,145
40f2eaf03624a31952397644f1b79a6fvtfjf,153,phone248,153,th,36.0,1.3165155770455104,computers,153,212.33.94.82,3,vasstdc27m7nks3,153
414af5edf09c473bde75644b76a68e7feesrw,713,phone46,38,in,164.0,-0.44094646020893535,mobile,713,33.85.211.9,14,vasstdc27m7nks3,290
417adcdcd7157e75c66469c07208af00qjnuo,2,phone6,1,th,2.0,-1.021578268191265,books and music,2,126.27.173.150,2,vasstdc27m7nks3,2
4199816cef8be846ca71ae752575744fimyto,449,phone33,449,sg,279.0,1.332804399465553,sporting goods,449,164.121.201.87,3,mqwwy4pjpz8ajzy,100
42025aabb56a61f3bea90d27b283b517dyk4t,1,phone63,1,id,1.0,1.4481671026760605,office equipment,1,208.238.69.9,1,encpzhjf6m43v1l,1
420e7aebb49d7ab3c04e109a98e152d7kquiz,7,phone101,1,in,3.0,1.2842182574158822,mobile,7,106.198.141.49,1,fwv4jw3v8cthf73,6
424aed9d807cfe0b2167cfdaa4957fc0heell,10,phone293,8,id,10.0,-0.8582600685845966,sporting goods,10,141.93.96.35,2,pkegaymari9jblo,8
424b638423f4862b2a84f22ec25fa22eb2c8p,1,phone16,1,id,1.0,0.13935036326725303,books and music,1,138.240.120.124,1,la11z42kaxq9yp3,1
429b876aa7e2d6741ddf322685363ccchue2v,10,phone4,5,id,9.0,1.2868396823784836,home goods,10,6.91.238.119,2,vasstdc27m7nks3,9
429f301119adc32d35541dd4d60903563s7nr,74,phone2,5,pl,57.0,1.3118736657530083,sporting goods,74,237.88.130.183,14,80du01133eofqne,8
42c407eb70ddacdcd59d63f22caaafc4fa0p2,345,phone2,76,th,203.0,1.325896282298236,mobile,345,148.109.172.156,161,e427tztgx8x7xas,126
42cce5c657dc7d99911d950cb22fcb4fmzz5e,5,phone91,2,in,3.0,-1.1807519981075791,jewelry,5,56.64.200.34,2,03hcz8g2fo91i7z,3
42e631af9bd00e5e816f08eba3b102d5ch576,217,phone1026,212,cn,212.0,-1.0993371322520822,office equipment,217,242.28.29.235,35,vasstdc27m7nks3,215
42f754cb72e01c08005598e1f9383341fn7xh,177,phone46,108,th,173.0,-0.5448693738126087,books and music,177,115.190.11.80,3,379o2j04xn1k7tj,25
43295f805d813e816fee438d9a394bc4o4of1,7,phone150,1,in,6.0,-0.7113349511687941,mobile,7,151.43.128.237,1,vasstdc27m7nks3,3
43553dd8b9370fbba5efa6b652d9b43ezsj11,8,phone248,4,ma,3.0,1.274931904329688,office equipment,8,102.196.251.93,1,vasstdc27m7nks3,8
4376fc192e83a1a5d7a83085369916e8rr035,3,phone3,2,in,3.0,1.303498666221782,mobile,3,239.97.91.5,1,h5trs6y3i85y7cy,2
437ac1b8d08c3b328924aad097a3dcdey2m1k,318,phone65,32,in,166.0,-0.4853515493708008,mobile,318,10.76.165.244,8,vasstdc27m7nks3,127
437c191e614776c1535305f602ea9033sdfmf,3,phone65,2,cn,2.0,-1.1510912354643332,sporting goods,3,137.110.21.234,1,vasstdc27m7nks3,2
438e53670ffa2990cdef656700bb49bf684fz,27,phone22,7,in,26.0,1.3095754654179486,mobile,27,202.38.143.110,2,qev6a08e42u84hq,2
43bd7fe0ed7629fa774a461127a629f19je0a,96,phone4,26,tr,43.0,-0.3984384004118919,home goods,96,33.213.192.130,10,vasstdc27m7nks3,51
43c76d050c9d2509d85c9dc2b1a1dba4zb3qt,164,phone4,13,in,109.0,1.3102900934327526,mobile,164,154.39.117.86,4,vasstdc27m7nks3,30
445305769cbfccafc89ff5ebd004598einesy,3137,phone4,226,tr,907.0,1.318957038478482,jewelry,3137,213.21.47.17,36,vasstdc27m7nks3,888
445eea09a6299164f60dd11f23276b44rkt8q,2,phone23,1,in,2.0,-1.07379992802773,jewelry,2,120.215.57.100,2,4r5ld1kxe5q2dgs,1
4483201dee43b51f338c0efd3b13bb895tric,3,phone776,2,id,2.0,1.3849725593995874,mobile,3,47.26.163.208,2,vasstdc27m7nks3,2
44bc1c87245aac66d176620f6ac9611ddbcil,33,phone22,3,in,24.0,1.3136875035267181,mobile,33,105.98.222.245,2,hbplb995k6lqqmk,3
44be920e88377290bb204795f05a20369jp06,2,phone223,1,in,1.0,-0.48406585213911174,mobile,2,183.54.216.135,1,oh891kw7d7ciinb,1
44bfa21b7d497f097a594c8861d4f8d4w5e97,3057,phone640,1037,in,477.0,-0.7163190011470443,mobile,3057,28.217.81.138,89,vasstdc27m7nks3,3042
44c38c27b9de757c8c7c05cf07b7e3eb14qpt,1,phone57,1,id,1.0,1.3425632794223037,mobile,1,93.82.160.29,1,79jj3wqbm1rikay,1
44c75302aa4404e23781f8337cddf6ed5tqun,1,phone469,1,ar,1.0,1.4096532029952888,mobile,1,15.106.105.26,1,vasstdc27m7nks3,1
44d34926c0863edb7575b819980e0e728pn5b,1,phone4,1,in,1.0,1.1952454102893306,sporting goods,1,72.59.195.64,1,vasstdc27m7nks3,1
452619e019e5651a8d98e3d59a478b7fez5e0,6,phone4,3,id,6.0,-0.5487509933424283,mobile,6,52.83.46.79,2,odseji8u63yuoft,2
4566ae63ee93ffc6b000b5cbea7f6a8ehbg00,7,phone1078,5,in,6.0,-0.10301307812694525,sporting goods,7,218.105.36.72,3,14fs8b7tl4fhwoa,1
4579226b86f3ca5b5ea1597efabae4c42j4rw,4,phone4,2,in,3.0,-0.717160355868177,home goods,4,240.87.159.180,1,vasstdc27m7nks3,2
458c8c4e10e5c1b29e3fbe5ee56d46e8y3fb3,1165,phone28,232,ca,401.0,1.322517211900126,sporting goods,1165,89.66.2.166,77,vasstdc27m7nks3,47
45927dd51fb4301c459ab96d48f64752q0o9e,21,phone35,4,in,7.0,1.3321962285349176,office equipment,21,106.131.15.142,1,vasstdc27m7nks3,7
459ea22b6b51936d0788de9f78a3547bf4jrw,26,phone159,3,th,26.0,1.3033194725149646,mobile,26,1.106.61.155,1,vasstdc27m7nks3,10
45c3a73b88760d4390f42ea4fae97d84la5wh,13,phone65,4,cn,4.0,1.3069951964236697,mobile,13,83.255.89.98,2,vasstdc27m7nks3,5
45cfe8744884eb207048e3cbee31ec56hd9lm,5,phone33,3,in,4.0,1.3216465791630772,jewelry,5,136.22.133.237,2,vasstdc27m7nks3,3
45e4c7fe66077b5b7b338f19f476f9d85jlk0,5,phone142,1,cn,1.0,-0.39933597374957414,mobile,5,195.125.30.16,1,vasstdc27m7nks3,3
45fe4f0fb849e7195a1efd5495d1285f2culj,6,phone1044,2,ar,2.0,-0.6932627267678794,jewelry,6,50.222.22.42,2,vasstdc27m7nks3,3
460e932b11a1529d78246317757899ccfaxng,157,phone4,89,id,149.0,1.32903744924766,jewelry,157,185.218.149.48,12,vasstdc27m7nks3,146
461b089147eb78c582ca8a30fa7581a7mflo5,12,phone101,5,eg,7.0,1.3465297518277357,sporting goods,12,123.90.81.35,4,vasstdc27m7nks3,12
461c1d143120270fff5ebc1b91934951378ud,1,phone344,1,in,1.0,1.1956739655374145,mobile,1,122.48.237.7,1,buqjudcgg9glt1m,1
461dc3d03d1e28d52770a4d3dc7db34558fcg,93,phone46,91,us,25.0,-0.7008010743059938,sporting goods,93,155.148.4.139,2,vasstdc27m7nks3,93
462df7ecf1d47980dea6a93d44fb408d4u2d5,82,phone17,4,br,14.0,1.3025457364574997,sporting goods,82,182.232.78.162,3,vasstdc27m7nks3,64
4641b5a43c7a2496ef93af2ca590d2c94s20x,39,phone3,4,in,27.0,-0.08642857246462905,mobile,39,129.91.239.111,2,7yy5mf629u8y78j,29
464506515f2ae684bd510b3a50b9121ec7v3a,210,phone4,18,in,179.0,1.305146515506913,mobile,210,80.45.49.128,7,vasstdc27m7nks3,68
465c4f2ad08cc1e5f7a5e1e3ac75654ealh0g,11,phone11,1,in,6.0,-0.5515213857702937,sporting goods,11,115.92.38.21,1,7ptrd18eznv4nx5,10
466ebf78d7326a38db1e19fdc1c70e9b1qu0z,2,phone431,2,my,2.0,1.358238088140919,sporting goods,2,170.158.46.203,1,b5zzzrc13t1gg1r,2
4679df74080bc22e29676bddc5bcbf51gsyds,18,phone65,16,cn,16.0,-0.9866689275664545,home goods,18,156.82.29.11,2,vasstdc27m7nks3,17
4694d67c21e9a2edd614e717aa3f4dd2e0w93,1,phone170,1,in,1.0,1.3420546203895223,books and music,1,114.234.252.138,1,vasstdc27m7nks3,1
46a28eaed47c29b4fd148a50cde44840u0bsn,29146,phone46,2340,mx,3461.0,1.319657097864545,mobile,29146,163.102.97.15,155,vasstdc27m7nks3,25735
46c0ae10d60c4fde2b6301bbafecd7b8dcla1,461,phone17,29,in,267.0,1.310247151612864,mobile,461,68.171.95.214,11,vasstdc27m7nks3,124
46ceb58fb7a57d86a26cfa154c940a8cuktu7,1090,phone3,127,in,998.0,1.3139726071935331,sporting goods,1090,22.136.132.3,39,vasstdc27m7nks3,288
46f1d7df0a8ffcc10c3de0dad8979cabgr9ig,2,phone1194,1,ke,1.0,-1.1821222734745107,home goods,2,17.221.129.61,1,vasstdc27m7nks3,2
4703c8940eaa3f3bf5082ec2f155a8619i1yw,185,phone4,52,id,178.0,-0.5069891332614821,sporting goods,185,205.7.224.48,14,vasstdc27m7nks3,162
470727c18798cf0e0ecc2a0dca207cafuena7,1,phone150,1,id,1.0,0.1619516461185998,mobile,1,82.203.98.254,1,vnicelcpvvqf5re,1
470a0e402bb9cb4d48c2a450d2043e87flc2m,21,phone159,3,eg,11.0,-1.1791595539402016,mobile,21,183.196.114.30,2,vasstdc27m7nks3,8
47183c1427a3cee97ff9bd167844e65d9dzi2,12,phone65,7,cn,7.0,-0.2915878889976116,sporting goods,12,33.25.223.203,3,vasstdc27m7nks3,7
4731be79b5c7e894dabe5986e747b97bd6yxh,2,phone2,1,in,1.0,1.3730738097148654,home goods,2,177.9.108.230,1,t1kvlqr86ej9eww,1
4741959d26f99012b8a6a3e3954eae40hsy6j,1,phone348,1,sa,1.0,-1.220031890229494,sporting goods,1,95.12.63.137,1,3605k0emagwykdq,1
4761b2fdb4ce610d1d8dd9ea50f478cf7et0f,2,phone20,1,in,2.0,1.3031371978933515,mobile,2,217.189.75.132,1,sytj1s2q47oa59p,1
47c5cd21a74e45dd294cdd53041ec0a3dw3ge,2211,phone4,132,id,595.0,1.3214705603347805,jewelry,2211,248.126.232.205,31,vasstdc27m7nks3,455
47d1dbfb67706772f8a44f50e5656602z04rc,20,phone62,7,ua,5.0,1.2540173067948082,sporting goods,20,199.142.78.224,2,vasstdc27m7nks3,20
47e0637718480102d235233c83661a7850foh,6,phone96,2,tr,2.0,1.2788178557432117,jewelry,6,169.33.143.139,2,5rg0zznmdoogys9,2
48044b1b1f47f168864bc7c4a58a65ecmt187,19,phone116,5,in,17.0,1.3128810328034732,sporting goods,19,22.136.132.3,5,vasstdc27m7nks3,8
48117c1e2b56cfc8739f83683e01d9b2aoc66,24,phone23,3,id,24.0,1.3809660351018207,home goods,24,7.199.77.86,4,vasstdc27m7nks3,12
481db1a88023d22b3533044bff5239dbf3cda,48,phone4,4,in,31.0,1.3195243879263594,jewelry,48,12.82.168.67,2,kqq94g105cd3r5d,30
481fdbc92e77bba4c9611841a7d74071elwx6,8,phone65,2,id,2.0,-0.9501976604884674,jewelry,8,15.96.1.65,1,pu4jwv6t2we8ep0,6
486dc9de91d243625863313adc03aa6bv4s1e,253,phone4,23,id,98.0,-0.5077233868990683,mobile,253,192.42.227.110,8,vasstdc27m7nks3,80
4882587d42b3d7d8d7bec4315203f10bl2fts,1,phone92,1,in,1.0,-1.054483400997466,jewelry,1,121.182.9.92,1,kxtqxcqotjgfig3,1
48badabcce6015d257ff5809761486c8qgjul,2336,phone4,241,in,1552.0,1.3168745280388587,jewelry,2336,22.136.132.3,103,vasstdc27m7nks3,585
4922d20e07d04601e8724be5e9f9576blyccu,1,phone4,1,in,1.0,1.2800633027122954,mobile,1,223.92.248.17,1,vasstdc27m7nks3,1
4950352b0410495ef65a92b08b5be463c20yn,1,phone21,1,fi,1.0,-1.07559975994007,home goods,1,153.170.30.255,1,vasstdc27m7nks3,1
4955e2c318d0bdca797ce17794ba18fblhaau,5466,phone4,821,in,5460.0,1.292969159281785,sporting goods,5466,93.206.191.5,177,vasstdc27m7nks3,1879
497b8beb19a7f674bc53acf7f5c7ec8cxv68x,6,phone49,2,my,4.0,1.2867057421751473,sporting goods,6,69.131.30.148,2,hdobh4t4fh0hb8x,4
497ef6187e03fd9d4387ac436461a40f982dq,19,phone46,13,ar,9.0,1.343336491744048,sporting goods,19,15.69.19.228,2,vasstdc27m7nks3,16
4985bdbf8710c33fd7c9d4771db7c690mcbyr,5,phone191,1,in,5.0,1.2528971054307325,mobile,5,158.136.89.181,1,1pvx7nj9ib281rs,1
4992da4511c3c1b4efed3e16c7d8dec65ilfj,37,phone110,13,lt,14.0,0.17311362139806183,home goods,37,147.61.248.212,14,d9l090l1pjfbecl,20
4997f0d7074a1d9f8bedf5575b6a4372w7nro,11,phone2,4,my,11.0,-1.123320315293,home goods,11,134.60.224.243,4,trgzn4y4kun667x,3
49c3957287d24e69713e4355933b74baoijix,16,phone153,3,lk,16.0,1.2909408960250692,mobile,16,170.167.106.90,2,vasstdc27m7nks3,5
49eaad86d095aa5af75ce34e59e4b7f1mmf9q,9,phone1280,3,rs,4.0,-0.7261771493880249,office equipment,9,60.82.178.42,4,vasstdc27m7nks3,8
49f4481b6bc2255e745ef20ac2a720754r9mp,1,phone248,1,ph,1.0,1.3888822916241985,sporting goods,1,190.140.216.221,1,vasstdc27m7nks3,1
4a2d5b70f0fcec3ad9d8ac4b447efd6f3vs9c,538,phone3,29,in,394.0,1.3042898120702158,mobile,538,213.225.77.188,32,vasstdc27m7nks3,126
4aad6f0ffe775217e4ef8c91d69707545li52,4,phone65,3,cn,3.0,-0.7864058222223784,home goods,4,122.231.23.84,1,vasstdc27m7nks3,3
4ab12bc61c82ddd9c2d65e60555808acqgos1,155,phone4,19,in,154.0,1.2463432980063212,office equipment,155,22.136.132.3,8,vasstdc27m7nks3,54
4ab56df4b1befe3e2ce5cd98e8950ba2psqq2,1,phone65,1,cn,1.0,0.1976649172270118,books and music,1,100.27.55.9,1,vasstdc27m7nks3,1
4ac31aea605d17045ceedbce23eed239omved,1,phone317,1,id,1.0,0.11321149702438772,mobile,1,103.4.194.14,1,jcukqo7n9s2uzpu,1
4af5e2532224f9f7d1d039704573d9205jbkv,2092,phone3,154,in,1794.0,-0.6928175906043063,sporting goods,2092,216.197.201.221,47,vasstdc27m7nks3,569
4b32495335dd238db6285f7c6bbe051fv1qoe,4,phone1,2,za,3.0,1.405710845166701,office equipment,4,238.49.5.74,2,vasstdc27m7nks3,4
4b72cbc9d9ef0238bb666feea6d79e718qry1,1,phone98,1,in,1.0,0.028033137570244997,jewelry,1,243.74.36.138,1,vasstdc27m7nks3,1
4b9bf4cf1085e9d839e833e4b9d40f2a8ps14,16,phone4,3,in,11.0,-0.7386776718018037,sporting goods,16,108.85.102.168,2,vasstdc27m7nks3,5
4bddcd4957ff826dfd3b3efe6eb96be9aw5tz,11819,phone4,1161,in,1352.0,-0.6153876666573737,home goods,11819,121.212.66.197,154,vasstdc27m7nks3,3044
4bee9aba2abda51bf43d639013d6efe12iycd,1,phone58,1,my,1.0,0.1871292669451679,books and music,1,101.146.132.199,1,vasstdc27m7nks3,1
4c2699de8bc9516b09c5e5c8bae6d6c6xiry9,44,phone65,6,in,15.0,1.3304866325824245,sporting goods,44,137.37.153.154,2,rnz6crf9ixdyowv,14
4c2af41637c123c78074e46a22526298vol9h,4,phone191,1,ru,3.0,-0.8490862827722602,home goods,4,255.136.135.248,1,vasstdc27m7nks3,2
4c341a39553faef07ddb917ea4e069ed0yi3y,53,phone1210,5,in,38.0,-0.685801235552732,mobile,53,224.130.156.216,4,vasstdc27m7nks3,15
4c4431ec9b6e683bdc5a3118d5140105r1nas,1,phone35,1,in,1.0,1.2415484017342329,mobile,1,201.77.224.133,1,vasstdc27m7nks3,1
4c46b1ea933d574a985776ed356312505nagr,3,phone346,3,jp,3.0,1.3319859084192804,office equipment,3,103.19.137.14,3,5459o3krm9bsm8m,2
4c67576a6f30a158d16d790a7fc482b0zqxue,1859,phone11,85,cm,1272.0,-0.06031708560773794,home goods,1859,218.82.109.217,1046,vasstdc27m7nks3,257
4c93ba564461b1412df6f033c8ef71e8ck438,802,phone4,128,in,482.0,-0.4938363739421104,sporting goods,802,163.99.155.198,24,vasstdc27m7nks3,356
4cd52ae88da3e30dbe01da5048151c98p4f0v,2341,phone224,2341,us,2341.0,1.2832650592843307,mobile,2341,91.117.186.2,2341,vasstdc27m7nks3,2341
4cf9c56df4594860df56285e9293a7f7evfix,125,phone3,10,in,104.0,1.3231710102584515,sporting goods,125,244.221.4.138,8,vasstdc27m7nks3,38
4d1542974bc322859d3d099b8c5193felot1k,335,phone46,174,th,196.0,1.3364744353224909,home goods,335,220.125.230.147,8,vasstdc27m7nks3,321
4d2fc319ce6c2ad370052e0f6f2b0a1dxiyau,44,phone28,11,za,34.0,-0.5899540893420283,clothing,44,83.2.6.184,5,vasstdc27m7nks3,29
4d6580da346435dff2503c55ee5e0cf8wbkb3,1464,phone220,701,us,755.0,-0.5169562014471926,mobile,1464,52.23.255.65,721,vasstdc27m7nks3,721
4d6fa52e125a18f433db6e6603b58ec7k1key,100,phone4,20,id,19.0,1.324751922532412,office equipment,100,218.209.175.243,10,vasstdc27m7nks3,54
4dbc8d336dbe0241c9bbb0f3630f25059yo43,1,phone313,1,ua,1.0,1.2215995554535666,mobile,1,111.231.58.31,1,vasstdc27m7nks3,1
4dd2a50e589cde2802c4bab143dea61ak517w,3,phone65,3,cn,3.0,-1.0775953454762515,mobile,3,118.204.117.124,1,vasstdc27m7nks3,3
4dd7f98cfffffd6f4707fd0deb4a00b5rj9wv,19844,phone3,978,in,8175.0,-0.5508417905429419,mobile,19844,37.95.134.218,662,vasstdc27m7nks3,19523
4de2f22ca840fce9ac653e4aa06d9b0cnhudf,82,phone8,16,my,74.0,1.3185137299124596,computers,82,192.148.188.102,11,sy23sa2oa9n90kt,9
4de568a9b480f0dcd3f2ac385121d75bbpy82,2,phone65,2,cn,2.0,-1.1302575761285543,office equipment,2,163.254.88.181,1,vasstdc27m7nks3,2
4e22432d4a059b14d1d6a68a1feaa953k8vrb,3,phone76,1,in,3.0,-1.0894103199528136,mobile,3,181.112.44.45,1,0kdngjsr718w0f8,1
4ed4760782d4e2c65bee8cadc1fcdc89htz8b,90,phone101,11,za,90.0,-0.5267207280951618,home goods,90,77.63.173.12,23,vasstdc27m7nks3,25
4ef4b3e5727dc85f18aaf00ff9a1e936qyhp6,2058,phone46,1615,nl,1014.0,-0.09354645479150012,computers,2058,121.224.213.246,12,vasstdc27m7nks3,2047
4f07602a713c192a941204b27e2abcf1srnke,23,phone4,5,in,6.0,-0.8813049827387545,mobile,23,163.99.155.198,3,7imzcia43p1yost,11
4f57e657df5ee5d9207178b4b6858ddak9ouq,6,phone63,2,in,4.0,0.08454902779786144,jewelry,6,46.19.42.91,2,zjh1402bp6adlzx,4
4f7331589f84c6359bd693513bc9d7ddlitos,1,phone23,1,tr,1.0,1.256023155628413,mobile,1,245.92.124.23,1,vasstdc27m7nks3,1
4f891171f7b09f54d8b4f30b48421f178m75r,875,phone4,66,in,730.0,1.3075526237849346,mobile,875,213.225.77.188,30,vasstdc27m7nks3,255
5053e03863b6887308c8446cefeec429l94tg,921,phone4,117,in,763.0,1.312898772514208,jewelry,921,93.206.191.5,10,vasstdc27m7nks3,309
50791a0a98478b7f78f8d30acaa4683dxab5p,695,phone4,103,in,400.0,-0.5314053210054333,mobile,695,57.101.190.69,21,vasstdc27m7nks3,252
50859deae0e0a599efde1725cde3a8b8dw86a,4,phone110,1,ar,1.0,0.09534334655110145,sporting goods,4,126.245.177.104,1,vasstdc27m7nks3,4
5097b3a4011380b5d9447e1a7a20b1a556yzj,4,phone55,4,us,2.0,1.2592778725302436,mobile,4,168.224.128.85,1,91hl6tu80qqc8mu,4
50a4bfbac8a9653af4099ec1169f684c2nsgu,4429,phone38,228,in,3826.0,1.3239423663379606,jewelry,4429,213.225.77.188,150,vasstdc27m7nks3,926
