bidder_id,payment_account,address,outcome,trade_count,most_used_device,device_counts,most_used_country,country_counts,average_times,most_merchandise,merchandise_counts,most_used_ip,ip_counts,most_used_url,url_counts
8acae9b2e5454fbd92fd0b3d79fe89ad6w2wp,a3d2de7675556553a5f08e4c88d2c2285zgt6,a3d2de7675556553a5f08e4c88d2c228cf66o,0.0,5.0,phone28,2.0,za,4.0,-0.1592146658974511,books and music,5.0,77.203.53.143,3.0,vasstdc27m7nks3,5.0
46c0ae10d60c4fde2b6301bbafecd7b8dcla1,31b07e6f832c3f123c20c51db4a80bf8oqrrz,000475f9223b613ae0f0939fb7e580ebxi9hj,0.0,461.0,phone17,29.0,in,267.0,1.310247151612864,mobile,461.0,68.171.95.214,11.0,vasstdc27m7nks3,124.0
da2841ffcbeabaac373f00039c10f39fty6fa,a3d2de7675556553a5f08e4c88d2c228r66qp,24d6c48fdabdc7216bc16fc3a1d65fdcqe3tq,0.0,17.0,phone22,7.0,it,10.0,-0.9790993784177506,mobile,17.0,61.54.46.144,10.0,vasstdc27m7nks3,17.0
d92c8c2d4c29d4c785431a8b34ea135awepbr,a3d2de7675556553a5f08e4c88d2c228zjt6r,a3d2de7675556553a5f08e4c88d2c228fzv5w,0.0,12.0,phone194,2.0,id,5.0,-0.1683392045704638,jewelry,12.0,113.236.115.37,2.0,vasstdc27m7nks3,4.0
486dc9de91d243625863313adc03aa6bv4s1e,4762f95d1a1e0da30d2e61f66de47ee1xt4m1,80a7e266320202a23be124994153e4100rzom,0.0,253.0,phone4,23.0,id,98.0,-0.5077233868990683,mobile,253.0,192.42.227.110,8.0,vasstdc27m7nks3,80.0
3ecced86078287dbd2eac2cfac98367fbbelu,05fa32014c5721cbc5ae1a6cea5fbbbc2t9gm,3c28e51a659baba17e9c6d9650b33fa2hpydb,0.0,3.0,phone55,3.0,de,1.0,1.2564253433807195,mobile,3.0,221.11.225.97,1.0,v3fn00s1eaznoez,2.0
3e85a43950c71b1988a814682abd4392yakvp,0ea514fb3c314a8f9755b8e1ad0dc32by83z5,354026b97d61cfc0c97004049d2f2bc480j7p,0.0,819.0,phone76,67.0,az,371.0,1.3086184448486686,mobile,819.0,232.158.202.50,98.0,vasstdc27m7nks3,307.0
c900620a019e78a3eee44109e4d1e1d2xd2gj,c0ae77cecb039b4d2b025cbffe7781997k821,88aeba15b393ba0f0b425c6bdef69e4d44smq,0.0,2.0,phone308,1.0,in,1.0,0.12378669854989713,mobile,2.0,191.186.200.60,1.0,vasstdc27m7nks3,1.0
340bc29eeeb9b9d04eb1fb72a1a9a2444brgk,a3d2de7675556553a5f08e4c88d2c2286mh58,e0d870a8c6513b80acc35b95b12a53d4no7tw,0.0,48.0,phone4,12.0,in,32.0,1.3186745994167093,office equipment,48.0,199.250.119.27,2.0,vasstdc27m7nks3,28.0
af9c96944265cf541b3fe734a057821a825l7,3e9073fb9219ceb4a1dc9dbb9e1acbe9dgj47,2367520c8d94e70f47f4e28e72004ef9kv3c5,1.0,2390.0,phone28,666.0,za,808.0,1.3074238911830778,office equipment,2390.0,202.130.71.167,127.0,vasstdc27m7nks3,668.0
ca76df527977e5168e1b3352cfab2ed9htipb,d75b72c487117542fcbb0ce7a24371911a5de,af1f7f6037629540231bf20ca424d356wrk9v,0.0,6.0,phone4,2.0,in,4.0,1.2836446094196632,mobile,6.0,109.10.7.249,2.0,8kmegy5u2bbo4pk,2.0
36e2e2f32a3872d3e958c0a58ee79bd129xdy,31c80df37f2a4d50079db7c28cdbe4c0lo8uw,6640b1f8c2524b65d6794cb96a8feccaoy7fk,0.0,10.0,phone63,4.0,in,6.0,1.3349683392063116,jewelry,10.0,123.90.81.35,4.0,jwrdi5a9zukdhg8,5.0
1a9765ed302d0f91b512c23112066e41s755q,a3d2de7675556553a5f08e4c88d2c228lgleb,a3d2de7675556553a5f08e4c88d2c2284zkxm,0.0,1.0,phone17,1.0,in,1.0,1.3730237448494578,mobile,1.0,247.79.190.117,1.0,oe0gzvaiy1frepw,1.0
b34fe965c04012fd22123ed948257184pqvfg,a3d2de7675556553a5f08e4c88d2c228eqiew,270a9d13178693751b9e3cce3d7d425ajbx30,1.0,200.0,phone1166,152.0,us,156.0,1.427574997971839,books and music,200.0,170.130.7.12,131.0,g1ambo5y1mdrlfd,97.0
15f34e73687d7361ac0d780737fca261g2s9n,a0e6c6b24f768d89be4e7e8b0bbebfe5jegwj,a3d2de7675556553a5f08e4c88d2c228hec5r,0.0,1810.0,phone4,61.0,in,486.0,-0.45808633544788374,jewelry,1810.0,198.229.236.59,43.0,vasstdc27m7nks3,303.0
2515c5fd81638d5d0bca39a2b2be3995tante,3e9073fb9219ceb4a1dc9dbb9e1acbe9y7ph1,2367520c8d94e70f47f4e28e72004ef9fw1jg,0.0,211.0,phone4,59.0,in,201.0,1.3288153724645504,sporting goods,211.0,206.206.160.158,5.0,vasstdc27m7nks3,112.0
7959bd565852dd880cd31278fab3660fuaqyw,a3d2de7675556553a5f08e4c88d2c2281j5pu,a3d2de7675556553a5f08e4c88d2c228xdt3c,0.0,106.0,phone1225,8.0,th,104.0,-0.30185264899829295,jewelry,106.0,119.88.125.198,51.0,vasstdc27m7nks3,48.0
5c725e840bcc103bb8d12c54ba9a0b37blxvw,d666158918d757760c1b7baa1ffdfdbf4prw2,14e25f15dcf8391773c1ff2d54b65a0ebrltr,0.0,3.0,phone25,1.0,id,2.0,0.17088154928311453,mobile,3.0,210.25.13.122,1.0,vasstdc27m7nks3,2.0
76ab7c99de4a3141bf617bf30bec9feep3zuy,a3d2de7675556553a5f08e4c88d2c2289w9oz,a3d2de7675556553a5f08e4c88d2c228iehsw,0.0,2.0,phone28,2.0,gt,1.0,1.244256910954217,books and music,2.0,57.1.54.89,1.0,0fd5tf9jlz2jbbx,1.0
340d7ea497f16bdb912ec5c6ce467f71kk7hy,a3d2de7675556553a5f08e4c88d2c228y6rim,a3d2de7675556553a5f08e4c88d2c228jsz2h,1.0,1047.0,phone2,50.0,my,1017.0,-0.5728577075703828,jewelry,1047.0,136.111.77.221,43.0,vasstdc27m7nks3,170.0
a48837ccd05bca96ddbf02c55ecccf639adk2,a3d2de7675556553a5f08e4c88d2c228bx29u,d41a897cc651df391c1dfa8dd2ac3bdbobtlz,0.0,11.0,phone2210,3.0,us,6.0,1.3058923129516733,home goods,11.0,175.157.166.149,2.0,vasstdc27m7nks3,6.0
d7eefaad31febe607c252199a7672420kl1el,a3d2de7675556553a5f08e4c88d2c2282cfu7,aa21888b1759b2f3e396cda878024324djqvw,1.0,361.0,phone55,230.0,de,173.0,1.3173756789067925,mobile,361.0,120.42.30.119,173.0,rrtoutxkeettwcn,93.0
9dd7e7ef94a7bc5bc9f98c42099910e7o76qh,a3d2de7675556553a5f08e4c88d2c228cx5v9,2a96c3ce94b3be921e0296097b88b56a50884,0.0,32.0,phone46,3.0,uk,11.0,1.2726144017087748,sporting goods,32.0,155.239.8.63,2.0,vasstdc27m7nks3,4.0
384ba7c5a8ccf55d174080d9ad7de9b8mfysi,37bcfb919beec655f9974b855f027098b3bnt,ace7e16e2dcbc0fce711f3136ed3f05a4s058,0.0,638.0,phone4,65.0,in,259.0,-0.5108282064412885,mobile,638.0,216.197.201.221,21.0,vasstdc27m7nks3,193.0
98c12418158dfb9494af01308ac2d0588gfw2,a3d2de7675556553a5f08e4c88d2c228o7poj,9d4d098b2be128b4f97fae41440eaf83d99i3,0.0,2.0,phone20,2.0,in,2.0,1.3825505880927853,home goods,2.0,160.168.244.29,2.0,cx5gpwe08bo3wmq,2.0
716079d1913959ccae0307f760bcddddt6d4o,a3d2de7675556553a5f08e4c88d2c228tovg1,71aafa11c75c0b06ffe0d8736cafd951fh82p,0.0,2.0,phone150,1.0,sa,2.0,1.2893463300610124,mobile,2.0,109.186.80.211,1.0,11liv24rz461i8e,2.0
cab0d4e41ea81636de3bd3a1800d8da8x4yca,58f127a97843312f5f9c5c7f3e824a90vv016,2fc0c77348b8b62e4d0f522af77a1effv6gfs,0.0,113.0,phone4,19.0,id,62.0,1.3169709708723205,mobile,113.0,39.0.169.174,7.0,vasstdc27m7nks3,34.0
8d49c8e70bf96a255baf30acc76a3f59b394w,4620df48a0943ae9ea95fe14dd0ac6627c9jo,82ed21ebf7c972b2ecaf1e00bcb14fc5pdqe7,0.0,80.0,phone4,10.0,id,46.0,1.3241113976505416,jewelry,80.0,93.227.210.179,6.0,vasstdc27m7nks3,24.0
18076726ec814a6f56da2cb9ea89d105j8vpm,a3d2de7675556553a5f08e4c88d2c2284fg01,5d85e7f252359cde1259e7e5dd3ce265trhlc,0.0,12.0,phone4,3.0,id,5.0,-0.686739358243314,sporting goods,12.0,192.42.227.110,2.0,vasstdc27m7nks3,6.0
061690ceb6004807b7906968bf382dfcbve7y,a3d2de7675556553a5f08e4c88d2c2288o042,a3d2de7675556553a5f08e4c88d2c228mmua8,1.0,432.0,phone469,129.0,th,383.0,-0.8719048587286923,mobile,432.0,15.23.6.246,56.0,vasstdc27m7nks3,432.0
caf32bc98f84a47829e76ffe104371f6kphvc,c9ef8f9c82a24602bca4f1fc4e69fd61w0jv6,6ee656ab443cb01afe99ac10d88066d9f6wzc,0.0,18185.0,phone4,3089.0,vn,8963.0,-0.30089502101205223,office equipment,18185.0,100.58.88.68,220.0,vasstdc27m7nks3,10495.0
876b122982958678f14bb25d887dd79dun3qa,f2cc650fedae4d52095dcc1782e45a37mhd7h,7bce56b1f707f160a4719c73a484c69dqdn3k,0.0,60.0,phone181,10.0,za,55.0,-0.7286503426149269,mobile,60.0,242.26.252.243,2.0,u6zw918yotxb1dd,9.0
13dfda714fb516e1f9f7abb0c927bdc2zmw55,a3d2de7675556553a5f08e4c88d2c228pe6hl,c55dcb06289890008601a155face5bf7je42h,0.0,1.0,phone693,1.0,ba,1.0,0.1608812592956053,jewelry,1.0,244.9.250.230,1.0,vasstdc27m7nks3,1.0
ee2caa714a2175abb13eb6ef15196368cwc7c,5c7775f3483731dfcf1df02f170b6a044qqrt,cb8cab3337c5bc1bb96ccfb18d6a62f7r86pt,0.0,9.0,phone185,6.0,id,6.0,0.1748049659042467,office equipment,9.0,117.109.2.209,6.0,jluu2wg25v6jl2x,6.0
a2bb8b3e3ae4566203eb5b3021b4d594pohf7,5d0b7d8f7c4f94cc58e6891f30dc6030j9q5e,09f074f62fbeabf9bbd21e0da1ef2fc32gseh,0.0,98.0,phone65,11.0,id,76.0,1.3210759704788257,mobile,98.0,150.248.104.106,3.0,vasstdc27m7nks3,25.0
3ce8aa0207022698b6d0eef09c89b381jzqi1,0fa51ed75458d0ddff71bbd5e5b2c630661xh,a3d2de7675556553a5f08e4c88d2c228v867y,0.0,123.0,phone4,21.0,in,39.0,1.332995916200469,sporting goods,123.0,169.166.125.198,16.0,vasstdc27m7nks3,40.0
fb9b1e58ffba4b38175c11e03e51e1f48dnm1,414a2e76cfedb6a00e6358578faad6f7ffemv,f8c503da9a2460a72fa2c4876a741d85uswah,0.0,50.0,phone4,6.0,vn,41.0,-0.7980003544211227,sporting goods,50.0,48.186.219.240,2.0,vasstdc27m7nks3,11.0
4038ae3276c0b47f420a5d73687fb73bghgxf,4b21a2aad7b30ffd73176157fc4f5e676q4cp,2de653e0e49627fa177882acb93ee0dei65v7,0.0,188.0,phone3,20.0,in,128.0,-0.5299179082758833,mobile,188.0,194.25.156.103,5.0,vasstdc27m7nks3,10.0
90eb8151eb82441b084d04893151619837abp,a3d2de7675556553a5f08e4c88d2c2281hkxo,3a7e6a32b24aeab0688e91a41f3188e2yp9yp,0.0,6.0,phone1244,1.0,mx,6.0,1.2679087215652147,sporting goods,6.0,10.220.79.253,1.0,vasstdc27m7nks3,6.0
dfa7ead5ef84eebc79c67d3daac340b0exa41,02a1f58ad67fec1b2925bfcb188724a7fbwm6,dc02541a60a52af3a1cb0deb505b1bf2ybdzb,0.0,3.0,phone22,1.0,id,2.0,1.3403694370190224,mobile,3.0,112.26.245.233,1.0,3fu63ja8uikblqf,1.0
a1f4d216a1a92507d97166151d7c9fe37bei4,a3d2de7675556553a5f08e4c88d2c2282nt5z,a3d2de7675556553a5f08e4c88d2c228td41f,0.0,5.0,phone101,1.0,br,2.0,-0.6156244030606697,jewelry,5.0,115.92.38.21,1.0,vasstdc27m7nks3,3.0
8b4071f3e2702b88481054081363bc15her3f,4b2a9aa10a8d701d56a4deb4f7dd6042wwz7f,29340e48e02d0f098c366e63adf39d9fmmv5b,0.0,2322.0,phone224,2322.0,us,2322.0,1.2831928065663811,mobile,2322.0,91.117.186.2,2322.0,vasstdc27m7nks3,2322.0
848d3eaa622b26fe57d352eedd9649f4v6obv,a3d2de7675556553a5f08e4c88d2c228ss5be,42421b4ffadcdd23833d2d4bf9c2b6fezlco0,0.0,7.0,phone22,5.0,id,5.0,1.290521996143865,mobile,7.0,117.144.206.202,1.0,vasstdc27m7nks3,4.0
a4630d8b78c796441a1be187f6907b11c5eu0,d55a150b81ed2abcb278e92af9efb2a8htq96,7016ebd7de6b772c21ad0fafd4041b72e48wk,0.0,33.0,phone3,3.0,in,21.0,-0.19892169931428322,jewelry,33.0,163.99.155.198,2.0,vasstdc27m7nks3,10.0
9f34ed261596a1114cefe81158c5617biq26c,3af0f333a94e1e512991eca049463ea64vy6k,9071e477cdfe4c7b784a1347e8a9bc4b1loq9,0.0,190.0,phone4,98.0,id,190.0,-0.6889367728186823,office equipment,190.0,147.115.222.109,27.0,vasstdc27m7nks3,127.0
037d9f10da403d8d5f94b6e2957a3702f6x07,a3d2de7675556553a5f08e4c88d2c2280yk4m,a3d2de7675556553a5f08e4c88d2c228y818v,0.0,12901.0,phone4,877.0,th,3883.0,1.321430325302098,home goods,12901.0,86.200.121.249,1604.0,vasstdc27m7nks3,2533.0
e76154d73bb7d7b86d9bd48d167d3c679z0va,a3d2de7675556553a5f08e4c88d2c228z4d9q,a3d2de7675556553a5f08e4c88d2c2286kvk1,0.0,4.0,phone469,2.0,th,2.0,-0.21830352306599077,sporting goods,4.0,191.223.121.52,2.0,vasstdc27m7nks3,4.0
679fe2a21415aa98a3cfb88abd0507edzjpsw,a3d2de7675556553a5f08e4c88d2c22815d46,a2aa862a42f6fb575928014ff77520fe6c5ds,0.0,1.0,phone41,1.0,in,1.0,-1.1057297972553364,mobile,1.0,4.118.35.119,1.0,u6609rfo30obzye,1.0
96982cc1eefd6f526b512755151227c3h2w3l,a3d2de7675556553a5f08e4c88d2c2283pe7e,670c07702a3d9546f11909a5f10a5727x87yr,0.0,34.0,phone4,11.0,id,31.0,-0.5410189657082202,mobile,34.0,44.241.8.179,3.0,vasstdc27m7nks3,28.0
e22850afda081aba360cc18e2a9021caqjjov,b5b49469dd4e9f6b459474e9810eb914r5e6f,be3678b0eb4d15251a74fee7fbfcec8emal2w,0.0,7.0,phone65,5.0,cn,5.0,-0.5542103761946586,home goods,7.0,127.92.169.153,1.0,vasstdc27m7nks3,6.0
9819825acfa7e20c47a78bda5e76b195jh0gd,a3d2de7675556553a5f08e4c88d2c2285torq,c047e4d26a46f9fb919883da4ee2adefm27y6,0.0,480.0,phone4,157.0,id,470.0,-0.4520973578678567,mobile,480.0,44.241.8.179,19.0,vasstdc27m7nks3,401.0
fe6ed3a12fbbf5da4980337564361710v2y21,296fa05acf2f73c8438562940d2b8204h75uc,0a642f7b5a2e549f57b2c462b2eb6f88d7nay,0.0,77.0,phone262,34.0,no,37.0,-0.5425014135288292,books and music,77.0,170.176.76.84,37.0,vasstdc27m7nks3,40.0
34914d163517a0cc4f0c971afb2352106vsvz,8b5cb5ca58263347c59bc5926f4b5269wo85t,5bb167fc2e62c76b08a707c03abd2e3d9fwpu,0.0,27.0,phone65,15.0,cn,15.0,-0.750920021757199,mobile,27.0,135.24.64.238,2.0,vasstdc27m7nks3,25.0
608d9b68afb12c6c27da6c6565ffe8297wvco,a3d2de7675556553a5f08e4c88d2c228o8hjn,d72896063c8e50e6a703210370d7f5b19b8b6,0.0,1.0,phone344,1.0,in,1.0,1.247194717257869,sporting goods,1.0,154.143.154.6,1.0,k9zis477n0ougzk,1.0
c2e1242ad5ea781923a08987d55365c69fii7,a3d2de7675556553a5f08e4c88d2c228ck7kd,186e3af2ea3d97f854014c021ee14734wun94,1.0,20988.0,phone4,4293.0,ke,4231.0,1.3197444073378346,jewelry,20988.0,163.108.18.112,603.0,vasstdc27m7nks3,10265.0
f473c995ca7b5287f9b2f079f0d78a1e92226,6dfecb36a62117f52ee7ca138e07a68310l6v,55b0714a573bbdcdc8d5d4a157f6de12lxnc4,0.0,459.0,phone4,30.0,id,226.0,1.3118178282019413,jewelry,459.0,250.231.178.254,9.0,vasstdc27m7nks3,81.0
d4b2fd8f5e8e02b660e9803cbcfa6cf2t5szq,c3264a8fab595c2779789218d27efcbavu7uz,38feda70c43a12d0852ee3478f0b7dd7kk4uy,0.0,4821.0,phone46,203.0,us,1219.0,-0.5268552926779407,jewelry,4821.0,12.238.242.140,58.0,o3rnv30sa9qksxn,967.0
4483201dee43b51f338c0efd3b13bb895tric,a3d2de7675556553a5f08e4c88d2c228x8kuf,a3d2de7675556553a5f08e4c88d2c228avh98,0.0,3.0,phone776,2.0,id,2.0,1.3849725593995874,mobile,3.0,47.26.163.208,2.0,vasstdc27m7nks3,2.0
56cfe8b0d574e1df3f823c2cf32226eff52uw,a3d2de7675556553a5f08e4c88d2c2283qq7l,bc94c8f4b1df26180566a8b5612d868e7gpwg,0.0,9.0,phone125,2.0,id,2.0,1.345740173272228,jewelry,9.0,146.238.232.140,1.0,9tajjs5ifyuvz0a,2.0
49f4481b6bc2255e745ef20ac2a720754r9mp,a3d2de7675556553a5f08e4c88d2c228vi7qh,2a96c3ce94b3be921e0296097b88b56a0mfx3,0.0,1.0,phone248,1.0,ph,1.0,1.3888822916241985,sporting goods,1.0,190.140.216.221,1.0,vasstdc27m7nks3,1.0
6c0212679f2439c4113386b2c6ef513e8wr8p,a3d2de7675556553a5f08e4c88d2c22881xlx,794abfcfc9a51569c6415a61a319b3529rca8,0.0,1479.0,phone46,1124.0,br,245.0,-0.45748785203346237,sporting goods,1479.0,230.54.64.34,4.0,vasstdc27m7nks3,1459.0
3919be53bf4bd411ba25acfdc1362b49u4vle,31a774fd9640913e9878d513df8a23dc6re99,f509b3eb5e1a3ef397db375c7923a1cf3q7he,0.0,1.0,phone54,1.0,zm,1.0,-0.010318551946511996,jewelry,1.0,154.232.224.242,1.0,vasstdc27m7nks3,1.0
50a4bfbac8a9653af4099ec1169f684c2nsgu,e5c540867562e7461a7ab110794d1772aff1y,a03a39d31bd28f8f8d4826ac04b10bedzcbqp,0.0,4429.0,phone38,228.0,in,3826.0,1.3239423663379606,jewelry,4429.0,213.225.77.188,150.0,vasstdc27m7nks3,926.0
624ae2fe9394700eae7a35806e4bafaeq9cty,a3d2de7675556553a5f08e4c88d2c228euukh,3c32c219f099e426b4e850817bbb85d60avlu,0.0,65.0,phone4,8.0,in,28.0,-0.6406745818467006,books and music,65.0,37.95.134.218,6.0,yca1sepy63uxc2n,34.0
86b6207b5e87d58ae307bdc1545a101akz0ew,a3d2de7675556553a5f08e4c88d2c228fn5nz,a3d2de7675556553a5f08e4c88d2c2288xc4e,0.0,11.0,phone57,2.0,in,10.0,1.3263612876706856,mobile,11.0,108.77.171.61,1.0,fxieze18l0orppo,2.0
167b4f37a264b72feb0f559b650d1cbd3ox60,a3d2de7675556553a5f08e4c88d2c228ahjqu,5cd29e9d73c691032c2075f8c8cb429f9f5g7,0.0,90.0,phone4,15.0,in,52.0,1.2977304038115134,furniture,90.0,213.225.77.188,5.0,vasstdc27m7nks3,47.0
359444416c25e6e90ddb2e3d3d0bc23dufn9s,92cd127bcf0c3732db4aa19dc7d08d66hkbo0,ba00dd7ee75c237d8e69e0dd2341bc12k297s,0.0,1.0,phone63,1.0,id,1.0,-0.014034366259000187,office equipment,1.0,148.189.16.18,1.0,vasstdc27m7nks3,1.0
429b876aa7e2d6741ddf322685363ccchue2v,a3d2de7675556553a5f08e4c88d2c2288q72w,1e3749dc284f97d7d8525f9818669ebbx283u,0.0,10.0,phone4,5.0,id,9.0,1.2868396823784836,home goods,10.0,6.91.238.119,2.0,vasstdc27m7nks3,9.0
d2eca28cbe0a3dc69715d719c6958faaaqx95,a3d2de7675556553a5f08e4c88d2c228lix0f,4973b8cc37b3935f710dd01bf18d06202hng2,0.0,330.0,phone4,72.0,id,284.0,-0.5093190982206044,jewelry,330.0,200.167.195.48,8.0,vasstdc27m7nks3,155.0
791031a63c9e2b4835caa9a4cc1768baias2l,a3d2de7675556553a5f08e4c88d2c228rg3h6,8500a4921ab7175c36865779f13ecbe2h1xa8,0.0,17.0,phone57,8.0,id,8.0,-0.6775540408236581,mobile,17.0,246.94.41.191,3.0,41vjwm0pf0dixn1,2.0
100d406b638e84e2da7c31b03100b874qiay2,dab1ae58a15b808c63d8dfcf734f5ee33qrf2,aa9eb842afd8fbaf5b8a76e3c6677262ar117,0.0,312.0,phone17,50.0,in,189.0,-0.3628818074603232,mobile,312.0,72.78.27.133,6.0,vasstdc27m7nks3,81.0
e613acb1029ecafd9792c9f75d468e4bmm9zn,a3d2de7675556553a5f08e4c88d2c228eovaw,a3d2de7675556553a5f08e4c88d2c228rj4u3,0.0,6.0,phone126,1.0,in,2.0,1.284344516238421,furniture,6.0,123.167.96.1,1.0,4mbppzzqsycby36,1.0
81392b54fee8e50ec74efb27cf0de8e32fdm5,f2cc650fedae4d52095dcc1782e45a37asokk,75de1bf25b5d7b890535381ea143f846fv8ux,0.0,3.0,phone168,1.0,za,3.0,0.08730326292823183,sporting goods,3.0,205.156.153.254,1.0,h6ecncf6iehr1hu,1.0
cbe8d224a38ccff930674361b502e7beyuf1k,1709d5b0446ef37dc930d8daba9b96e71uwb2,f577cbb2e3f16fa7c22bb0dc2b5d80ccexv01,0.0,2.0,phone15,1.0,in,2.0,1.2667400407231364,sporting goods,2.0,126.244.64.71,1.0,lbjbvk5tncvwivy,1.0
f334d76f60cae7c67ab04b9e5cc49907hqsc4,a3d2de7675556553a5f08e4c88d2c228m5k3b,384716c12cf6dc17aae1fce671ef5739cal2c,0.0,1.0,phone286,1.0,id,1.0,0.11759017015519482,computers,1.0,101.110.168.231,1.0,6ir3whsjmpk1fke,1.0
e56f611f1157381f4b689ab34b574e791qhcn,05c67ba7faaefff08b0a3c97742f1bc0g4yli,eff9d6ada4c268930ee05a81ec4e9ebfnc1go,1.0,643.0,phone4,89.0,id,405.0,1.3252350290807902,home goods,643.0,113.125.127.189,32.0,vasstdc27m7nks3,471.0
8bce581a91921adaa5fc20e627cd7b94l6cp6,a3d2de7675556553a5f08e4c88d2c228mv53k,8b45000a6f3a363e55400d1a18307f7fj39h8,0.0,9.0,phone106,2.0,ae,5.0,-0.07552392272929746,sporting goods,9.0,147.253.185.193,2.0,ybs2ao5xbpd2mlj,2.0
d0b096df6b5ffd2efe8d5cfad4a24912zs3dd,4e6973d678c7d89688469303cb03e71can98q,9f82c631cea34fea9f8b2509e8564bcdi4y2w,0.0,25.0,phone169,4.0,in,7.0,-0.22155563659483535,sporting goods,25.0,150.40.3.116,2.0,e26ymc7zhnz0nji,2.0
29e08b4d18198fe9265772fba3a4f6c4mj1rw,fe0a0e613a6f115e4b49f647caeef2b4psghj,a09dbd2297b7d5d9e628c64f0aca13dd83x87,0.0,1262.0,phone28,21.0,br,190.0,1.3212814810922346,jewelry,1262.0,165.100.203.31,4.0,hd7zdy3cxg02pbf,211.0
f5edfebe95b4f637d1bcceb892b73dc7rhn7l,60d99c89676d956c2b14401588a536708lq6i,36bf208f88f86fcee326a1be5fd26988dx1iy,0.0,71.0,phone976,19.0,us,66.0,1.3976493970088906,home goods,71.0,206.199.203.158,18.0,g82j4tiqeydb1ou,17.0
7daf0e51b276c6ab5bd2ccf520dae106graj8,a3d2de7675556553a5f08e4c88d2c228mo184,3d92dd3b8fa2ad44d67f55dfd4d072a2dcpgl,0.0,2.0,phone5,1.0,hk,1.0,-0.5046810617787094,jewelry,2.0,199.76.55.169,1.0,vasstdc27m7nks3,2.0
ac94684646bc6f708dcf4566f41ec05es9v44,42e8a50ac740d947c2ff7147891529b37k0sw,1a627601810d2f7676640ef128a1e5a5dokji,0.0,1.0,phone31,1.0,za,1.0,1.216807346534264,sporting goods,1.0,60.56.252.202,1.0,7v8ws55re4zbyj9,1.0
a8b8959fe64f490d32fc15a5d1144f87qj9ai,a3d2de7675556553a5f08e4c88d2c2280xu93,cdb7aba13da9467e9ebb551131f44b8dqn6ha,0.0,6.0,phone3,2.0,in,6.0,-0.7229318335553637,sporting goods,6.0,11.102.241.177,1.0,vasstdc27m7nks3,2.0
67616fd2a1de5c46e32041354efa88ceahbhq,a3d2de7675556553a5f08e4c88d2c228npg2r,ca8d4b018cb62966eebb2974f5a83b4f8nx9y,0.0,1007.0,phone46,374.0,ph,496.0,-0.1834780810023778,home goods,1007.0,183.226.24.127,23.0,vasstdc27m7nks3,993.0
5c2e85ba72b9e9e16f77939fee7ffb5eivaqe,ce442d2955f573eb8b113d6152fa3a048q741,5fee2139cb8b87a73b214b211ed319898ckck,0.0,17.0,phone8,4.0,in,11.0,1.3018640189154567,mobile,17.0,158.82.244.184,3.0,b9z7b26xwft693h,6.0
d7b66d95bcfba06122dc6f7a3c605fd73239a,a3d2de7675556553a5f08e4c88d2c2288e37k,1ff0eaf84512ac4e2b8dfaba89ca61dadty95,0.0,45.0,phone23,10.0,id,44.0,-0.6387921976782144,home goods,45.0,94.244.118.76,3.0,vasstdc27m7nks3,27.0
179a23cad40c51dd7804069bf769d11e1ftk9,a3d2de7675556553a5f08e4c88d2c228cg1ky,a3d2de7675556553a5f08e4c88d2c228oxgvw,0.0,10312.0,phone4,1733.0,in,3916.0,-0.5238679695518031,sporting goods,10312.0,216.197.201.221,640.0,vasstdc27m7nks3,4513.0
5097b3a4011380b5d9447e1a7a20b1a556yzj,98b3163bd554513582a69d933cc6ca78u4n6f,f1228894c401fc001597377e2b9f577bajmao,0.0,4.0,phone55,4.0,us,2.0,1.2592778725302436,mobile,4.0,168.224.128.85,1.0,91hl6tu80qqc8mu,4.0
d428139761f7b7563d57bb1f87b55876388j9,5bd6d1f97bf86a1a0554b2c12c0983121c4d3,8d023c15dc6f605f9a298b9d731be4f90v4gm,0.0,4.0,phone22,2.0,sa,2.0,1.2755905076344742,mobile,4.0,118.4.255.197,2.0,69uh4v204xl6cv5,1.0
01a39439e7afbdcfe385eedbddb23d76zgdrg,f1620859bb80f8fe791bf5c3cddd0b54ezi86,c94cf5c3c5205afe0ef14ce669e015650as54,0.0,260.0,phone4,45.0,in,143.0,-0.41227851169285124,mobile,260.0,203.57.59.176,6.0,vasstdc27m7nks3,145.0
05c9fe8f8852ea069a93dfe39fc0571er9mdt,5db28809205e546668be9e9da2438099ko6m4,0f56b431514f1fbda6414fedcaa9c5102w4h5,0.0,91.0,phone3,7.0,in,67.0,-0.4033143766307542,mobile,91.0,233.41.167.75,6.0,vasstdc27m7nks3,21.0
183c4e44d09bc4ab990b957e765af311vlup7,6b48fa9c06f8a5b7477cbde5716e8522tcrpo,8053f3dc1c571b796ed1f7640e05794ekttvs,0.0,72.0,phone3,9.0,in,45.0,-0.3755177419630759,jewelry,72.0,206.138.230.251,4.0,7r4m5ic6d1ox1ku,60.0
142a2545c5c01937b05ac6de9773f9efgx0eb,a3d2de7675556553a5f08e4c88d2c228cwsq6,a3545f01d8345b9b689593ebae81e274atpdz,0.0,2.0,phone150,2.0,id,2.0,-1.0138908081039237,home goods,2.0,111.185.0.169,2.0,8tkyaarrf57m2pt,1.0
